% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.0162143	1	4	0	1.05675e-15	2.22801	0
0.0162143	1	5	0	1.05675e-15	2.22801	0
0.0162143	1	6	0	1.05675e-15	2.22801	0
0.0162143	1	7	0	1.05675e-15	2.22801	0
0.0162143	1	8	0	1.05675e-15	2.22801	0
0.0162143	1	9	0	1.05675e-15	2.22801	0
0.0162143	1	10	0	1.05675e-15	2.22801	0
0.0162143	1	11	0	1.05675e-15	2.22801	0
0.0162143	1	12	0	1.05675e-15	2.22801	0
0.0162143	1	13	0	1.05675e-15	2.22801	0
0.0162143	1	14	0	1.05675e-15	2.22801	0
0.0162143	1	15	0	1.05675e-15	2.22801	0
0.0172143	1	1	0	1.05675e-15	2.22801	0
0.0172143	1	2	0	1.05675e-15	2.22801	0
0.0172143	1	3	0	1.05675e-15	2.22801	0
0.0172143	1	4	0	1.05675e-15	2.22801	0
0.0172143	1	5	0	1.05675e-15	2.22801	0
0.0172143	1	6	0	1.05675e-15	2.22801	0
0.0172143	1	7	0	1.05675e-15	2.22801	0
0.0172143	1	8	0	1.05675e-15	2.22801	0
0.0172143	1	9	0	1.05675e-15	2.22801	0
0.0172143	1	10	0	1.05675e-15	2.22801	0
0.0172143	1	11	0	1.05675e-15	2.22801	0
0.0172143	1	12	0	1.05675e-15	2.22801	0
0.0172143	1	13	0	1.05675e-15	2.22801	0
0.0172143	1	14	0	1.05675e-15	2.22801	0
0.0172143	1	15	0	1.05675e-15	2.22801	0
0.0182143	1	1	0	1.05675e-15	2.22801	0
0.0182143	1	2	0	1.05675e-15	2.22801	0
0.0182143	1	3	0	1.05675e-15	2.22801	0
0.0182143	1	4	0	1.05675e-15	2.22801	0
0.0182143	1	5	0	1.05675e-15	2.22801	0
0.0182143	1	6	0	1.05675e-15	2.22801	0
0.0182143	1	7	0	1.05675e-15	2.22801	0
0.0182143	1	8	0	1.05675e-15	2.22801	0
0.0182143	1	9	0	1.05675e-15	2.22801	0
0.0182143	1	10	0	1.05675e-15	2.22801	0
0.0182143	1	11	0	1.05675e-15	2.22801	0
0.0182143	1	12	0	1.05675e-15	2.22801	0
0.0182143	1	13	0	1.05675e-15	2.22801	0
0.0182143	1	14	0	1.05675e-15	2.22801	0
0.0182143	1	15	0	1.05675e-15	2.22801	0
0.0192143	1	1	0	1.05675e-15	2.22801	0
0.0192143	1	2	0	1.05675e-15	2.22801	0
0.0192143	1	3	0	1.05675e-15	2.22801	0
0.0192143	1	4	0	1.05675e-15	2.22801	0
0.0192143	1	5	0	1.05675e-15	2.22801	0
0.0192143	1	6	0	1.05675e-15	2.22801	0
0.0192143	1	7	0	1.05675e-15	2.22801	0
0.0192143	1	8	0	1.05675e-15	2.22801	0
0.0192143	1	9	0	1.05675e-15	2.22801	0
0.0192143	1	10	0	1.05675e-15	2.22801	0
0.0192143	1	11	0	1.05675e-15	2.22801	0
0.0192143	1	12	0	1.05675e-15	2.22801	0
0.0192143	1	13	0	1.05675e-15	2.22801	0
0.0192143	1	14	0	1.05675e-15	2.22801	0
0.0192143	1	15	0	1.05675e-15	2.22801	0
0.0202143	1	1	0	1.05675e-15	2.22801	0
0.0202143	1	2	0	1.05675e-15	2.22801	0
0.0202143	1	3	0	1.05675e-15	2.22801	0
0.0202143	1	4	0	1.05675e-15	2.22801	0
0.0202143	1	5	0	1.05675e-15	2.22801	0
0.0202143	1	6	0	1.05675e-15	2.22801	0
0.0202143	1	7	0	1.05675e-15	2.22801	0
0.0202143	1	8	0	1.05675e-15	2.22801	0
0.0202143	1	9	0	1.05675e-15	2.22801	0
0.0202143	1	10	0	1.05675e-15	2.22801	0
0.0202143	1	11	0	1.05675e-15	2.22801	0
0.0202143	1	12	0	1.05675e-15	2.22801	0
0.0202143	1	13	0	1.05675e-15	2.22801	0
0.0202143	1	14	0	1.05675e-15	2.22801	0
0.0202143	1	15	0	1.05675e-15	2.22801	0
0.0212143	1	1	0	1.05675e-15	2.22801	0
0.0212143	1	2	0	1.05675e-15	2.22801	0
0.0212143	1	3	0	1.05675e-15	2.22801	0
0.0212143	1	4	0	1.05675e-15	2.22801	0
0.0212143	1	5	4	1.05675e-15	2.22801	0
0.0212143	1	6	0	1.05675e-15	2.22801	0
0.0212143	1	7	1	1.05675e-15	2.22801	0
0.0212143	1	8	2	1.05675e-15	2.22801	0
0.0212143	1	9	0	1.05675e-15	2.22801	0
0.0212143	1	10	0	1.05675e-15	2.22801	0
0.0212143	1	11	0	1.05675e-15	2.22801	0
0.0212143	1	12	0	1.05675e-15	2.22801	0
0.0212143	1	13	3	1.05675e-15	2.22801	0
0.0212143	1	14	0	1.05675e-15	2.22801	0
0.0212143	1	15	0	1.05675e-15	2.22801	0
0.0212143	2	5	4	1.05168e-15	2.21733	1
0.0212143	2	7	1	1.05168e-15	2.21733	1
0.0212143	2	8	2	1.05168e-15	2.21733	1
0.0212143	2	13	3	1.05168e-15	2.21733	1
0.0222143	1	1	0	1.05675e-15	2.22801	0
0.0222143	1	2	0	1.05675e-15	2.22801	0
0.0222143	1	3	0	1.05675e-15	2.22801	0
0.0222143	1	4	0	1.05675e-15	2.22801	0
0.0222143	1	5	4	1.05675e-15	2.22801	0
0.0222143	1	6	0	1.05675e-15	2.22801	0
0.0222143	1	7	1	1.05675e-15	2.22801	0
0.0222143	1	8	2	1.05675e-15	2.22801	0
0.0222143	1	9	0	1.05675e-15	2.22801	0
0.0222143	1	10	0	1.05675e-15	2.22801	0
0.0222143	1	11	0	1.05675e-15	2.22801	0
0.0222143	1	12	0	1.05675e-15	2.22801	0
0.0222143	1	13	3	1.05675e-15	2.22801	0
0.0222143	1	14	0	1.05675e-15	2.22801	0
0.0222143	1	15	0	1.05675e-15	2.22801	0
0.0222143	2	5	4	1.05168e-15	2.21733	1
0.0222143	2	7	1	1.05168e-15	2.21733	1
0.0222143	2	8	2	1.05168e-15	2.21733	1
0.0222143	2	13	3	1.05168e-15	2.21733	1
